ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,DESCRIPTION,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
11334,CVE-2021-0453,4.4,2.1,MEDIUM,"In the Titan-M chip firmware, there is a possible disclosure of stack memory due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175117199",CWE-665,Android,Titan-M chip firmware,,local information disclosure,,,,,System execution,No,
11335,CVE-2021-0454,6.7,7.2,MEDIUM,"In the Citadel chip firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175117047",CWE-787,,Citadel chip firmware,,local escalation of privilege,,,,,System execution privileges,No,
11336,CVE-2021-0455,6.7,7.2,MEDIUM,"In the Citadel chip firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175116439",CWE-787,,Citadel chip firmware,,local escalation of privilege,,,,,System execution privileges,No,
11337,CVE-2021-0456,6.7,4.6,MEDIUM,"In the Citadel chip firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-174769927",CWE-787,Android,Citadel chip firmware,,local escalation of privilege,,,,,System execution privileges,No,
11338,CVE-2021-0457,6.7,4.6,MEDIUM,"In the FingerTipS touch screen driver, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-157155375",CWE-787,Android,FingerTipS touch screen driver,,local escalation of privilege,,,,,System execution privileges,No,
11339,CVE-2021-0458,4.4,2.1,MEDIUM,"In the FingerTipS touch screen driver, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-157156744",CWE-190,,FingerTipS touch screen driver,,local information disclosure,,,,,System execution,No,
11340,CVE-2021-0459,4.4,2.1,MEDIUM,"In fts_driver_test_write of fts_proc.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-157154534",CWE-125,Android,Android kernel,A-157154534,local information disclosure,,,,,System execution,No,
11341,CVE-2021-0460,4.4,2.1,MEDIUM,"In the FingerTipS touch screen driver, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-156739245",CWE-125,,FingerTipS touch screen driver,,local information disclosure,,,,,System execution,No,
11342,CVE-2021-0461,6.7,4.6,MEDIUM,"In iaxxx_core_sensor_change_state of iaxxx-module.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175124074",CWE-787,Android,iaxxx_module,,local escalation of privilege,,,,,System execution privileges,No,
11343,CVE-2021-0462,6.7,4.6,MEDIUM,"In the NXP NFC firmware, there is a possible insecure firmware update due to a logic error. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-168799695",CWE-269,,NXP NFC firmware,,local escalation of privilege,,,,,System execution privileges,No,NXP
11344,CVE-2021-0463,5.5,1.9,MEDIUM,"In convertToHidl of convert.cpp, there is a possible out of bounds read due to uninitialized data from ReturnFrameworkMessage. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-154867068",CWE-125,Android,Android kernel,A-154867068,local information disclosure,,,,,,Yes,
11345,CVE-2021-0463,5.5,1.9,MEDIUM,"In convertToHidl of convert.cpp, there is a possible out of bounds read due to uninitialized data from ReturnFrameworkMessage. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-154867068",CWE-908,Android,Android kernel,A-154867068,local information disclosure,,,,,,Yes,
11346,CVE-2021-0464,7.8,4.6,HIGH,"In sound_trigger_event_alloc of platform.h, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-167663878",CWE-787,Android,Android kernel,,local escalation of privilege,,,,,,,
11347,CVE-2021-0465,7.8,4.6,HIGH,"In GenerateFaceMask of face.cc, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-172005755",CWE-787,Android,Android kernel,A-172005755,local escalation of privilege,,,,,,,
11348,CVE-2021-0466,7.5,5.0,HIGH,"In startIpClient of ClientModeImpl.java, there is a possible identifier which could be used to track a device. This could lead to remote information disclosure to a proximal attacker, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-154114734",CWE-668,,Android,Android-10,remote information disclosure,,,,,,,
11349,CVE-2021-0467,6.8,4.6,MEDIUM,"In Chromecast bootROM, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege in the bootloader, with physical USB access, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-174490700",CWE-787,,Chromecast bootROM,,local escalation of privilege,,,,,,,Android
11350,CVE-2021-0468,6.6,4.4,MEDIUM,"In LK, there is a possible escalation of privilege due to an insecure default value. This could lead to local escalation of privilege for an attacker who has physical access to the device with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android SoCAndroid ID: A-180427272",CWE-269,,Android,SoC,escalation of privilege,,,,,,Yes,
11351,CVE-2021-0471,5.5,2.1,MEDIUM,"In decrypt_1_2 of CryptoPlugin.cpp, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-176444786",CWE-125,,CryptoPlugin,,local information disclosure,,,,,,,
11352,CVE-2021-0471,5.5,2.1,MEDIUM,"In decrypt_1_2 of CryptoPlugin.cpp, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-176444786",CWE-190,,CryptoPlugin.cpp,,local information disclosure,,,,,,,
11353,CVE-2021-0472,7.8,4.6,HIGH,"In shouldLockKeyguard of LockTaskController.java, there is a possible way to exit App Pinning without a PIN due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-9 Android-10Android ID: A-176801033",CWE-269,,Android,Android-11 Android-9 Android-10,local escalation of privilege,,,,,no additional execution privileges needed,No,
11354,CVE-2021-0473,8.8,8.3,HIGH,"In rw_t3t_process_error of rw_t3t.cc, there is a possible double free due to uninitialized data. This could lead to remote code execution over NFC with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-179687208",CWE-415,,Android,Android-9 Android-10 Android-11 Android-8.1,remote code execution,,,NFC,,,,
11355,CVE-2021-0474,9.8,10.0,CRITICAL,"In avrc_msg_cback of avrc_api.cc, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-177611958",CWE-787,,Android,Android-11 Android-8.1 Android-9 Android-10,remote code execution,,,,,,,
